Sr_No,Round,Institute,Program,Stream,Quota,Category,Seat_Gender,Opening_Rank,Closing_Rank,Remark
1954,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,1308050.00,1308050.00,Fresh Only
1955,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,596754.00,801623.00,Fresh Only
1956,Round 1,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,883029.00,883029.00,Fresh Only
1957,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,272697.00,526120.00,Fresh Only
1958,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,1085980.00,1397761.00,Fresh Only
1959,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1034573.00,1372944.00,Fresh Only
1960,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,Home State,ST(Girl),Female Seats,1302721.00,1302721.00,Fresh Only
1961,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,164657.00,595443.00,Fresh Only
1962,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,280436.00,643433.00,Fresh Only
1963,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,209913.00,365550.00,Fresh Only
1964,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,163883.00,220429.00,Fresh Only
1965,Round 1,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,283677.00,1450075.00,Fresh Only
1966,Round 1,"LLOYD INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,1027209.00,1027209.00,Fresh Only
1967,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,227215.00,233692.00,Fresh Only
1968,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,105557.00,153967.00,Fresh Only
1969,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,618340.00,1288043.00,Fresh Only
1970,Round 1,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,163836.00,294056.00,Fresh Only
1971,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,313999.00,517220.00,Fresh Only
1972,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mathematics and Computing,B.Tech,Home State,SC,Both Male and Female Seats,1111995.00,1111995.00,Fresh Only
1973,Round 1,"MAA PATESHWARI DEVI RAJKIYA  ENGINEERING COLLEGE, GONDA",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,482939.00,860167.00,Fresh Only
1974,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,SC(Girl),Female Seats,515124.00,1436566.00,Fresh Only
1975,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Business System,B.Tech,Home State,BC,Both Male and Female Seats,602333.00,675756.00,Fresh Only
1976,Round 1,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,OPEN(GIRL),Female Seats,834512.00,861740.00,Fresh Only
1977,Round 1,"Veer Bahadur Singh Purvanchal University, Jaunpur",DATA SCIENCE,B.Tech,Home State,BC(Girl),Female Seats,712230.00,712230.00,Fresh Only
1978,Round 1,"FEROZE GANDHI INSTITUTE OF ENGG AND TECHNOLOGY, RAIBAREILLY",Aeronautical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,482157.00,1263482.00,Fresh Only
1979,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,906762.00,1298600.00,Fresh Only
1980,Round 1,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW",Manufacturing Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,684300.00,684300.00,Fresh Only
1981,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,841151.00,914554.00,Fresh Only
1982,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Biotechnology,B.Tech,Home State,SC,Both Male and Female Seats,451629.00,459139.00,Fresh Only
1983,Round 1,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,763384.00,1277761.00,Fresh Only
1984,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,548761.00,685881.00,Fresh Only
1985,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science,B.Tech,Home State,BC(Girl),Female Seats,1029733.00,1374252.00,Fresh Only
1986,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,137658.00,137658.00,Fresh Only
1987,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mathematics and Computing,B.Tech,Home State,OPEN(GIRL),Female Seats,337260.00,480338.00,Fresh Only
1988,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Civil Engineering,B.Tech,Home State,BC(Girl),Female Seats,992267.00,992267.00,Fresh Only
1989,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,120190.00,144855.00,Fresh Only
1990,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Biotechnology,B.Tech,Home State,OPEN,Both Male and Female Seats,92839.00,92839.00,Fresh Only
1991,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,685900.00,1474765.00,Fresh Only
1992,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & data Science),B.Tech,Home State,SC(Girl),Female Seats,663523.00,818647.00,Fresh Only
1993,Round 1,"LDC INSTITUTE OF TECHNICAL STUDIES,ALLAHABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1260431.00,1260431.00,Fresh Only
1994,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,407386.00,407386.00,Fresh Only
1995,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,345384.00,448028.00,Fresh Only
1996,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,1222575.00,1222575.00,Fresh Only
1997,Round 1,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,623711.00,1118788.00,Fresh Only
1998,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,555918.00,598750.00,Fresh Only
1999,Round 1,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1023949.00,1023949.00,Fresh Only
2000,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,180053.00,217607.00,Fresh Only
2001,Round 1,"FACULTY OF ENGINEERING SHANTI NIKETAN TRUST'S GROUP OF INSTITUTIONS,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,793991.00,793991.00,Fresh Only
2002,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Chemical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,744378.00,791876.00,Fresh Only
2003,Round 1,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1061103.00,1263292.00,Fresh Only
2004,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,121311.00,132046.00,Fresh Only
2005,Round 1,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,441641.00,1372486.00,Fresh Only
2006,Round 1,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,616492.00,1337835.00,Fresh Only
2007,Round 1,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,73295.00,95512.00,Fresh Only
2008,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,270745.00,406281.00,Fresh Only
2009,Round 1,"Sardar Vallabhbhai Patel University of Agriculture & Technology, Meerut",Computer Science,B.Tech,Home State,SC(Girl),Female Seats,916316.00,916316.00,Fresh Only
2010,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN(GIRL),Female Seats,399260.00,551649.00,Fresh Only
2011,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology),B.Tech,Home State,OPEN(GIRL),Female Seats,446871.00,565034.00,Fresh Only
2012,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR  RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,791336.00,987787.00,Fresh Only
2013,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,132881.00,142086.00,Fresh Only
2014,Round 1,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,479372.00,1231189.00,Fresh Only
2015,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,224868.00,281546.00,Fresh Only
2016,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Biotechnology,B.Tech,Home State,BC,Both Male and Female Seats,252771.00,260738.00,Fresh Only
2017,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1184344.00,1184344.00,Fresh Only
2018,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Man Made Fibre Technology,B.Tech,Home State,BC,Both Male and Female Seats,1373520.00,1386306.00,Fresh Only
2019,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Biotechnology,B.Tech,Home State,OPEN(GIRL),Female Seats,716655.00,1211231.00,Fresh Only
2020,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,47905.00,172702.00,Fresh Only
2021,Round 1,"MAA PATESHWARI DEVI RAJKIYA  ENGINEERING COLLEGE, GONDA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,270039.00,353818.00,Fresh Only
2022,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,BC(Girl),Female Seats,230368.00,280246.00,Fresh Only
2023,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,352466.00,577499.00,Fresh Only
2024,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,469239.00,1457113.00,Fresh Only
2025,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR  RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,462686.00,1015525.00,Fresh Only
2026,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,294753.00,400090.00,Fresh Only
2027,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,850910.00,850910.00,Fresh Only
2028,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,100775.00,119697.00,Fresh Only
2029,Round 1,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,377505.00,937628.00,Fresh Only
2030,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,735442.00,735442.00,Fresh Only
2031,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,996928.00,1189953.00,Fresh Only
2032,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,161058.00,161058.00,Fresh Only
2033,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(PH),Both Male and Female Seats,904746.00,904746.00,Fresh Only
2034,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,232269.00,277279.00,Fresh Only
2035,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,214116.00,332510.00,Fresh Only
2036,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,137231.00,153905.00,Fresh Only
2037,Round 1,"SAMRAT ASHOK RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,139737.00,203117.00,Fresh Only
2038,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,Home State,BC,Both Male and Female Seats,196765.00,246144.00,Fresh Only
2039,Round 1,"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,392593.00,1062208.00,Fresh Only
2040,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,97491.00,97491.00,Fresh Only
2041,Round 1,"Lucknow University, Lucknow",Electrical Engineering,B.Tech,Home State,SC(Girl),Female Seats,398349.00,503036.00,Fresh Only
2042,Round 1,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Mechanical and  Mechatronics Engineering(Additive Manufacturing),B.Tech,Home State,BC(AF),Both Male and Female Seats,214407.00,214407.00,Fresh Only
2043,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Electrical & Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,747459.00,798433.00,Fresh Only
2044,Round 1,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1420057.00,1433148.00,Fresh Only
2045,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & Finance Management),B.Tech,Home State,BC,Both Male and Female Seats,372017.00,443620.00,Fresh Only
2046,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,420450.00,513110.00,Fresh Only
2047,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR  RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1119136.00,1436015.00,Fresh Only
2048,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,527448.00,658128.00,Fresh Only
2049,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,B.Tech,Home State,BC,Both Male and Female Seats,50139.00,54004.00,Fresh Only
2050,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology (Collaboration & Twining Program),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,739509.00,865438.00,Fresh Only
2051,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,383095.00,1156445.00,Fresh Only
2052,Round 1,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,912371.00,1411549.00,Fresh Only
2053,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,460869.00,975332.00,Fresh Only
2054,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,114205.00,129248.00,Fresh Only
2055,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,719141.00,1432064.00,Fresh Only
2056,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,375516.00,390837.00,Fresh Only
2057,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,205950.00,697407.00,Fresh Only
2058,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science & Engineering  (Artificial Intelligence & Finance Management),B.Tech,Home State,SC(Girl),Female Seats,457412.00,457412.00,Fresh Only
2059,Round 1,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,730335.00,1325977.00,Fresh Only
2060,Round 1,"SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1064998.00,1122115.00,Fresh Only
2061,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,706162.00,1416359.00,Fresh Only
2062,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,806402.00,1421052.00,Fresh Only
2063,Round 1,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,777995.00,1197320.00,Fresh Only
2064,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,982960.00,1050711.00,Fresh Only
2065,Round 1,"RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,599458.00,1458070.00,Fresh Only
2066,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,108974.00,110343.00,Fresh Only
2067,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,102586.00,102586.00,Fresh Only
2068,Round 1,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,398923.00,823825.00,Fresh Only
2069,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,288096.00,824247.00,Fresh Only
2070,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,711424.00,1467392.00,Fresh Only
2071,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,370588.00,374623.00,Fresh Only
2072,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,443131.00,609687.00,Fresh Only
2073,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,183699.00,336074.00,Fresh Only
2074,Round 1,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,357184.00,404660.00,Fresh Only
2075,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,988548.00,1022788.00,Fresh Only
2076,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,79251.00,90405.00,Fresh Only
2077,Round 1,"VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,290137.00,1334373.00,Fresh Only
2078,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,753269.00,753269.00,Fresh Only
2079,Round 1,"M. J. P. Ruhelkhand University, Bareilly",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,727756.00,839952.00,Fresh Only
2080,Round 1,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,384464.00,384464.00,Fresh Only
2081,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,BC(AF),Both Male and Female Seats,753221.00,764757.00,Fresh Only
2082,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Computer Science and Engineering,B.Tech,Home State,ST(Girl),Female Seats,844577.00,844577.00,Fresh Only
2083,Round 1,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,1367701.00,1367701.00,Fresh Only
2084,Round 1,"Acharya Narendra Deva University of Agriculture & Technology, Kumarganj, Ayodhya",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,163051.00,340418.00,Fresh Only
2085,Round 1,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1474367.00,1474367.00,Fresh Only
2086,Round 1,"I.E.C. COLLEGE OF ENGINEERING & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,232925.00,1444257.00,Fresh Only
2087,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(AF),Both Male and Female Seats,689005.00,1002205.00,Fresh Only
